"April 20, 2021 at 08:56PM",pos_3_2,AP1,AP2,AP3
"April 24, 2021 at 04:57PM",pos_3_2,-28,-60,-48
"April 24, 2021 at 04:57PM",pos_3_2,-28,-62,-29
"April 24, 2021 at 04:57PM",pos_3_2,-30,-64,-32
"April 24, 2021 at 04:57PM",pos_3_2,-27,-62,-33
"April 24, 2021 at 04:57PM",pos_3_2,-26,-60,-36
"April 24, 2021 at 04:58PM",pos_3_2,-27,-62,-27
"April 24, 2021 at 04:58PM",pos_3_2,-29,-52,-29
"April 24, 2021 at 04:58PM",pos_3_2,-27,-63,-32
"April 24, 2021 at 04:59PM",pos_3_2,-28,-58,-32
"April 24, 2021 at 04:59PM",pos_3_2,-26,-62,-31
"April 24, 2021 at 04:59PM",pos_3_2,-27,-56,-29
"April 24, 2021 at 04:59PM",pos_3_2,-27,-55,-30
"April 24, 2021 at 04:59PM",pos_3_2,-28,-60,-29
"April 24, 2021 at 05:00PM",pos_3_2,-29,-59,-30
"April 24, 2021 at 05:00PM",pos_3_2,-29,-58,-30
"April 24, 2021 at 05:00PM",pos_3_2,-28,-56,-30
"April 24, 2021 at 05:00PM",pos_3_2,-27,-55,-32
"April 24, 2021 at 05:00PM",pos_3_2,-26,-56,-30
"April 24, 2021 at 05:01PM",pos_3_2,-28,-58,-29
"April 24, 2021 at 05:01PM",pos_3_2,-29,-57,-29
"April 24, 2021 at 05:01PM",pos_3_2,-29,-54,-29
"April 24, 2021 at 05:01PM",pos_3_2,-29,-55,-30
"April 24, 2021 at 05:01PM",pos_3_2,-29,-66,-30
"April 24, 2021 at 05:02PM",pos_3_2,-27,-63,-31
"April 24, 2021 at 05:02PM",pos_3_2,-29,-64,-28
"April 24, 2021 at 05:02PM",pos_3_2,-29,-60,-28
"April 24, 2021 at 05:02PM",pos_3_2,-27,-56,-27
"April 24, 2021 at 05:02PM",pos_3_2,-28,-57,-47
"April 24, 2021 at 05:03PM",pos_3_2,-29,-59,-30
"April 24, 2021 at 05:03PM",pos_3_2,-29,-59,-30
"April 24, 2021 at 05:03PM",pos_3_2,-28,-61,-34
"April 24, 2021 at 05:03PM",pos_3_2,-30,-60,-30
"April 24, 2021 at 05:03PM",pos_3_2,-27,-65,-31
"April 24, 2021 at 05:03PM",pos_3_2,-27,-58,-28
"April 24, 2021 at 05:04PM",pos_3_2,-26,-59,-30
"April 24, 2021 at 05:04PM",pos_3_2,-28,-62,-34
"April 24, 2021 at 05:04PM",pos_3_2,-30,-63,-29
"April 24, 2021 at 05:04PM",pos_3_2,-29,-52,-30
"April 24, 2021 at 05:05PM",pos_3_2,-28,-61,-31
"April 24, 2021 at 05:05PM",pos_3_2,-28,-54,-30
"April 24, 2021 at 05:05PM",pos_3_2,-27,-53,-26
"April 24, 2021 at 05:05PM",pos_3_2,-27,-54,-29
"April 24, 2021 at 05:05PM",pos_3_2,-27,-56,-29
"April 24, 2021 at 05:06PM",pos_3_2,-29,-58,-31
"April 24, 2021 at 05:06PM",pos_3_2,-29,-54,-29
"April 24, 2021 at 05:06PM",pos_3_2,-30,-56,-29
"April 24, 2021 at 05:06PM",pos_3_2,-27,-61,-28
"April 24, 2021 at 05:07PM",pos_3_2,-27,-55,-27
"April 24, 2021 at 05:07PM",pos_3_2,-28,-50,-29
"April 24, 2021 at 05:07PM",pos_3_2,-28,-51,-29
"April 24, 2021 at 05:07PM",pos_3_2,-29,-51,-28
"April 24, 2021 at 05:07PM",pos_3_2,-29,-50,-28
"April 24, 2021 at 05:08PM",pos_3_2,-29,-54,-29
"April 24, 2021 at 05:08PM",pos_3_2,-26,-51,-27
"April 24, 2021 at 05:08PM",pos_3_2,-29,-52,-32
"April 24, 2021 at 05:08PM",pos_3_2,-28,-46,-31
"April 24, 2021 at 05:09PM",pos_3_2,-28,-58,-34
"April 24, 2021 at 05:09PM",pos_3_2,-28,-53,-29
"April 24, 2021 at 05:09PM",pos_3_2,-29,-56,-33
"April 24, 2021 at 05:09PM",pos_3_2,-27,-55,-31
"April 24, 2021 at 05:09PM",pos_3_2,-28,-58,-31
"April 24, 2021 at 05:09PM",pos_3_2,-29,-60,-32
"April 24, 2021 at 05:10PM",pos_3_2,-31,-59,-31
"April 24, 2021 at 05:10PM",pos_3_2,-29,-61,-31
"April 24, 2021 at 05:10PM",pos_3_2,-29,-74,-31
"April 24, 2021 at 05:10PM",pos_3_2,-28,-57,-33
"April 24, 2021 at 05:10PM",pos_3_2,-28,-56,-29
"April 24, 2021 at 05:11PM",pos_3_2,-28,-54,-32
"April 24, 2021 at 05:11PM",pos_3_2,-27,-58,-35
"April 24, 2021 at 05:11PM",pos_3_2,-30,-55,-31
"April 24, 2021 at 05:11PM",pos_3_2,-30,-57,-31
"April 24, 2021 at 05:11PM",pos_3_2,-29,-57,-33
"April 24, 2021 at 05:12PM",pos_3_2,-28,-54,-30
"April 24, 2021 at 05:12PM",pos_3_2,-28,-60,-33
"April 24, 2021 at 05:12PM",pos_3_2,-28,-56,-31
"April 24, 2021 at 05:12PM",pos_3_2,-29,-55,-32
"April 24, 2021 at 05:12PM",pos_3_2,-30,-60,-32
"April 24, 2021 at 05:13PM",pos_3_2,-26,-56,-32
"April 24, 2021 at 05:13PM",pos_3_2,-29,-60,-34
"April 24, 2021 at 05:13PM",pos_3_2,-29,-58,-28
"April 24, 2021 at 05:13PM",pos_3_2,-27,-53,-27
"April 24, 2021 at 05:13PM",pos_3_2,-30,-58,-33
"April 24, 2021 at 05:14PM",pos_3_2,-31,-60,-31
"April 24, 2021 at 05:14PM",pos_3_2,-31,-59,-29
"April 24, 2021 at 05:14PM",pos_3_2,-27,-55,-29
"April 24, 2021 at 05:14PM",pos_3_2,-28,-55,-32
"April 24, 2021 at 05:15PM",pos_3_2,-27,-56,-28
"April 24, 2021 at 05:15PM",pos_3_2,-26,-54,-30
"April 24, 2021 at 05:15PM",pos_3_2,-27,-56,-30
"April 24, 2021 at 05:15PM",pos_3_2,-27,-58,-30
"April 24, 2021 at 05:16PM",pos_3_2,-28,-59,-29
"April 24, 2021 at 05:16PM",pos_3_2,-28,-56,-29
"April 24, 2021 at 05:16PM",pos_3_2,-27,-54,-31
"April 24, 2021 at 05:16PM",pos_3_2,-29,-57,-30
"April 24, 2021 at 05:16PM",pos_3_2,-26,-54,-29
"April 24, 2021 at 05:17PM",pos_3_2,-28,-56,-28
"April 24, 2021 at 05:17PM",pos_3_2,-29,-55,-27
"April 24, 2021 at 05:17PM",pos_3_2,-28,-59,-28
"April 24, 2021 at 05:17PM",pos_3_2,-26,-58,-33
"April 24, 2021 at 05:18PM",pos_3_2,-29,-56,-30
"April 24, 2021 at 05:18PM",pos_3_2,-29,-60,-29
"April 24, 2021 at 05:18PM",pos_3_2,-29,-55,-31
"April 24, 2021 at 05:18PM",pos_3_2,-26,-56,-29
"April 24, 2021 at 05:18PM",pos_3_2,-27,-61,-27
"April 24, 2021 at 05:18PM",pos_3_2,-26,-57,-32
"April 24, 2021 at 05:19PM",pos_3_2,-29,-55,-30
"April 24, 2021 at 05:19PM",pos_3_2,-27,-56,-32
"April 24, 2021 at 05:19PM",pos_3_2,-26,-50,-25
"April 24, 2021 at 05:19PM",pos_3_2,-27,-62,-29
"April 24, 2021 at 05:19PM",pos_3_2,-37,-53,-33
,pos[3.2],-28.14545455,-57.22727273,-30.49090909
